11_000240,109,14,318,451,0.20324
11_000240,41,12,141,138,0.20147
11_000240,33,12,78,236,0.83062
11_000240,135,85,199,317,0.54294
11_000240,251,12,381,290,1.1206
11_000240,297,163,337,303,0.2177
11_000240,38,145,299,320,0.20776
11_000240,34,363,154,103,0.2
11_000300,34,12,303,224,0.20564
11_000300,50,95,216,296,0.20805
11_000300,275,32,361,292,0.33267
11_000300,36,251,359,215,0.21465
11_000300,164,424,21,36,0.2
11_000300,356,307,279,159,0.099207
11_000300,197,12,439,239,0.20966
11_000660,39,23,309,423,0.22367
11_000660,33,12,264,224,0.67714
11_000660,187,34,272,366,0.20563
11_000660,335,12,298,379,0.33359
11_000660,276,312,358,154,0.073471
11_000660,39,141,448,324,0.20396
11_000660,35,368,79,98,0.2
11_000660,503,64,70,52,0.20088
11_000720,202,12,428,166,0.10127
11_000720,34,12,307,231,0.2052
11_000720,300,102,336,363,0.20381
11_000720,164,181,351,284,0.21173
11_000720,247,312,54,94,0.12967
11_000720,35,188,208,278,0.33497
11_000720,411,316,222,150,0.085774
11_000720,491,18,119,103,0.20067
12_000240,130,17,162,140,0.26573
12_000240,225,100,64,86,0.42382
12_000240,103,92,140,115,0.14799
12_000240,100,12,527,275,0.21088
12_000240,42,12,264,454,0.25299
12_000240,221,196,269,269,0.22478
12_000240,81,14,132,168,0.1903
12_000300,77,103,29,41,0.18148
12_000300,41,12,390,333,0.22296
12_000300,269,12,303,289,0.21474
12_000300,505,12,128,235,0.56376
12_000300,35,146,79,116,0.65949
12_000300,39,109,272,357,0.21572
12_000300,305,247,329,219,0.29891
12_000300,234,173,401,292,0.21305
12_000660,36,12,359,183,0.32085
12_000660,458,69,178,397,0.21857
12_000660,367,12,220,426,0.20665
12_000660,156,60,451,406,0.20578
12_000660,206,231,106,129,0.45547
12_000660,236,248,91,102,0.23775
12_000660,37,96,228,370,0.21601
12_000660,528,12,105,63,0.40935
12_000720,321,12,233,318,0.20645
12_000720,593,12,39,70,0.41479
12_000720,336,12,299,350,0.20837
12_000720,36,12,352,243,0.20754
12_000720,37,95,225,222,0.15566
12_000720,37,207,278,259,0.21215
12_000720,250,238,117,123,0.24942
12_000720,284,254,353,212,0.21539
13_000600,55,34,324,431,0.20616
13_000600,219,114,127,135,0.83351
13_000600,38,12,542,405,0.20445
13_000600,38,73,172,393,0.216
13_000600,114,405,123,36,0.027652
13_000600,335,246,299,220,0.20952
13_000600,83,373,201,93,0.19728
13_000600,326,12,309,419,0.21049
13_000660,34,12,309,270,0.2022
13_000660,342,35,290,283,0.20377
13_000660,106,12,285,206,0.70461
13_000660,67,255,454,210,0.20563
13_000660,302,217,332,249,0.2061
13_000660,36,270,182,196,0.2756
13_000660,193,373,75,92,0.022958
13_000660,183,12,449,288,0.20186
14_000180,409,12,225,225,0.2083
14_000180,93,12,243,206,0.74839
14_000180,33,136,285,330,0.21574
14_000180,335,210,66,24,0.16406
14_000180,157,190,475,242,0.20457
14_000180,34,262,19,27,0.8
14_000180,109,212,526,254,0.20825
14_000180,234,12,302,279,0.20428
14_000240,337,76,298,240,0.20644
14_000240,34,184,26,40,0.66127
14_000240,79,191,50,56,0.16698
14_000240,34,12,189,454,0.51005
14_000240,388,124,249,342,0.31631
14_000240,254,120,195,345,0.21416
14_000240,69,38,264,428,0.20637
14_000240,125,12,511,192,0.20632
