11_000240,88,12,94,70,0.038362
11_000240,41,55,130,95,0.13701
11_000240,251,12,380,117,0.19181
11_000240,33,30,78,218,0.10961
11_000240,42,63,302,296,0.14797
11_000240,401,87,231,215,0.032882
11_000240,472,176,162,290,0.0054803
11_000240,351,191,194,220,0.10961
11_000240,116,340,88,45,0.3617
11_000240,34,363,154,103,0.40622
11_000240,297,270,305,196,0.12057
11_000300,358,12,278,189,0.15893
11_000300,34,95,193,192,0.12057
11_000300,373,119,263,205,0.61982
11_000300,383,214,51,108,0.16441
11_000300,81,171,238,243,0.11509
11_000300,365,268,21,18,0.17537
11_000300,462,307,173,159,0.13701
11_000300,36,270,238,196,0.065763
11_000300,164,424,21,36,0.38251
11_000300,186,329,390,136,0.10412
11_000300,275,12,276,177,0.027401
11_000660,503,64,70,52,0.065763
11_000660,33,12,215,224,0.19181
11_000660,429,12,201,143,0.016441
11_000660,560,119,42,34,0.071243
11_000660,335,12,297,258,0.038362
11_000660,68,162,281,238,0.4439
11_000660,354,208,278,258,0.13153
11_000660,455,301,179,165,0.016441
11_000660,276,270,321,195,0.13701
11_000660,35,368,79,98,0.34526
11_000660,223,12,74,61,0.071243
11_000720,491,18,119,103,0.093164
11_000720,457,61,32,31,0.20511
11_000720,34,12,298,127,0.049322
11_000720,406,12,224,166,0.065763
11_000720,190,12,237,169,0.065763
11_000720,606,202,23,33,0.043842
11_000720,164,176,304,188,0.021921
11_000720,35,278,208,188,0.20825
11_000720,298,183,338,266,0.054803
11_000720,247,312,54,94,0.3891
11_000720,289,409,23,33,0.35074
11_000720,411,316,222,150,0.20825
12_000240,479,12,159,360,0.093164
12_000240,81,55,45,44,0.021921
12_000240,97,14,116,168,0.098645
12_000240,130,17,162,140,0.69907
12_000240,225,100,64,86,0.55991
12_000240,103,92,140,115,0.37986
12_000240,150,85,241,351,0.049322
12_000240,173,254,232,211,0.071243
12_000300,77,103,29,41,0.66785
12_000300,35,146,79,95,0.55609
12_000300,36,219,32,43,0.52537
12_000300,327,159,205,237,0.060283
12_000300,264,352,292,113,0.038362
12_000300,41,278,168,188,0.049322
12_000300,134,12,297,161,0.12605
12_000660,374,57,162,155,0.36718
12_000660,497,69,139,397,0.10961
