11_000240,41,12,141,138,0.15345
11_000240,33,12,78,236,0.20277
11_000240,135,85,199,317,0.38362
11_000240,251,12,381,290,0.12057
11_000240,297,163,337,303,0.13153
11_000300,50,95,216,296,0.038362
11_000300,275,32,361,292,0.4484
11_000300,36,251,359,215,0.21921
11_000660,187,34,272,366,0.093164
11_000660,335,12,298,379,0.065763
11_000660,503,64,70,52,0.093164
11_000720,34,12,307,231,0.027401
11_000720,35,188,208,278,0.076724
11_000720,491,18,119,103,0.10961
12_000240,130,17,162,140,0.61139
12_000240,103,92,140,115,0.41823
12_000660,458,69,178,397,0.038362
12_000660,367,12,220,426,0.010961
12_000660,206,231,106,129,0.30923
12_000660,236,248,91,102,0.70886
12_000720,250,238,117,123,0.71083
13_000600,219,114,127,135,0.85
13_000600,38,73,172,393,0.10412
13_000600,335,246,299,220,0.11509
13_000600,326,12,309,419,0.038362
13_000660,34,12,309,270,0.0054803
13_000660,106,12,285,206,0.11509
13_000660,302,217,332,249,0.054803
13_000660,183,12,449,288,0.016441
14_000180,93,12,243,206,0.027401
14_000180,335,210,66,24,0.35954
14_000180,157,190,475,242,0.12605
14_000180,109,212,526,254,0.010961
14_000240,34,184,26,40,0.24113
14_000240,79,191,50,56,0.35905
14_000240,388,124,249,342,0.087684
14_000240,69,38,264,428,0.010961
15_000000,265,301,82,42,0.675
15_000000,274,305,78,125,0.63664
15_000060,349,280,78,54,0.64975
15_000060,360,326,77,104,0.71502
15_000480,68,35,281,387,0.049322
15_000480,36,135,256,331,0.0054803
15_000480,36,12,353,185,0.027401
16_000000,162,70,470,142,0.11909
16_000000,35,35,597,295,0.23682
16_000120,437,57,195,293,0.48048
16_000120,94,231,139,154,0.84286
16_000120,78,229,69,119,0.72266
16_000480,206,236,60,104,0.69938
16_000480,219,238,123,139,0.82857
16_000480,111,12,522,306,0.10961
16_000540,118,128,193,221,0.85
16_000540,476,12,160,430,0.29593
17_000060,227,17,168,99,0.42488
17_000060,36,111,574,355,0.1
17_000060,37,12,276,217,0.064286
17_000060,271,12,366,454,0.05
17_000060,279,284,108,95,0.48984
17_000060,60,257,331,209,0.41958
17_000060,242,286,303,179,0.36576
17_000120,278,12,138,86,0.53183
17_000120,219,138,417,270,0.15
17_000120,36,225,366,241,0.4601
17_000120,474,329,163,137,0.49914
17_000120,257,262,300,204,0.37506
18_000120,261,152,102,44,0.27389
18_000120,382,198,55,45,0.085714
18_000120,34,64,333,269,0.11527
18_000120,416,317,51,46,0.50893
18_000120,243,146,391,320,0.27438
18_000180,34,225,450,160,0.043842
18_000180,35,279,565,186,0.043842
18_000660,493,159,66,37,0.5923
18_000660,34,19,290,244,0.028571
18_000660,236,12,397,249,0.22241
18_000660,35,77,314,302,0.035714
18_000660,416,107,220,252,0.24002
18_000660,412,62,47,33,0.31743
18_000720,372,61,116,45,0.43799
18_000720,34,12,362,233,0.05
18_000720,67,62,407,237,0.071429
18_000720,395,90,240,329,0.41989
18_000720,34,228,602,238,0.014286
21_000060,322,12,315,377,0.28239
21_000060,227,12,313,278,0.18571
21_000060,37,183,215,240,0.39002
21_000060,264,189,375,277,0.28405
21_000060,39,109,496,357,0.33621
21_000060,35,12,282,269,0.33787
21_000120,88,35,457,297,0.26429
21_000120,49,196,281,270,0.26429
21_000120,34,160,180,306,0.32623
21_000120,278,68,353,397,0.30548
21_000120,348,152,288,314,0.33288
2_000120,298,109,57,132,0.076724
2_000120,388,175,27,60,0.52814
2_000180,319,81,55,157,0.082204
2_000180,325,167,313,299,0.049322
3_000180,550,77,79,94,0.010961
3_000180,270,94,365,330,0.14249
3_000180,37,115,373,351,0.0054803
3_000240,290,131,344,334,0.13153
3_000240,37,255,288,211,0.016441
3_000540,154,154,157,277,0.6625
3_000600,347,12,290,290,0.42198
3_000960,37,12,410,348,0.16989
3_001020,309,12,154,211,0.64821
3_001020,306,88,257,378,0.060283
3_001020,37,330,310,136,0.12605
4_000240,38,12,398,453,0.038362
4_000240,220,187,415,279,0.14249
4_000300,87,278,439,187,0.19181
5_000000,301,12,330,289,0.071243
5_000000,282,348,133,102,0.70769
5_000000,283,392,44,52,0.56071
5_000060,437,12,195,370,0.065763
5_000060,160,167,325,298,0.082204
5_000060,390,282,247,184,0.049322
5_000360,256,201,74,52,0.37106
5_000360,205,152,140,191,0.093164
5_000360,221,165,175,179,0.72463
5_000420,224,250,124,147,0.26804
5_000420,250,277,123,124,0.60671
5_000420,458,12,174,290,0.14249
5_000720,36,12,297,415,0.021921
5_000720,281,314,82,99,0.59261
6_000000,37,12,241,177,0.076724
6_000000,218,238,82,89,0.52783
6_000000,254,217,109,119,0.74772
6_000360,372,12,259,322,0.065763
6_000360,148,255,114,107,0.57549
6_000360,311,389,277,77,0.47296
6_000420,387,12,245,420,0.071243
6_000420,237,323,83,58,0.7072
7_000180,329,220,308,246,0.049322
7_000180,356,399,148,66,0.79175
7_000360,36,12,223,292,0.027401
7_000360,376,110,262,356,0.043842
7_000360,364,327,131,138,0.7484
7_000660,380,12,252,271,0.043842
7_000660,504,131,128,335,0.054803
7_000660,258,281,121,118,0.82857
7_000720,481,154,151,312,0.071243
7_000720,261,298,121,117,0.82857
7_000720,409,12,223,267,0.043842
8_000180,283,247,85,49,0.72296
8_000180,336,166,301,205,0.071243
8_000180,176,12,390,177,0.087684
8_000240,35,12,492,278,0.016441
8_000240,270,12,364,192,0.021921
8_000240,278,133,357,232,0.12057
