1_d.png,440,1,192,177
2_d.png,62,99,237,306
3_d.png,262,1,190,364
4_d.png,42,18,217,226
6_d.png,261,1,309,283
6_d.png,44,1,172,173
7_d.png,521,128,111,126
8_d.png,399,22,188,207
9_d.png,83,1,337,276
10_d.png,48,1,295,298
11_d.png,242,1,228,188
20_d.png,327,74,300,279
21_d.png,419,1,175,189
21_d.png,1,170,197,310
22_d.png,262,251,370,229
23_d.png,297,318,335,162
28_d.png,219,107,104,128
28_d.png,220,103,218,217
28_d.png,59,279,388,201
29_d.png,151,25,224,215
31_d.png,170,63,163,172
31_d.png,1,1,154,479
32_d.png,209,159,140,147
32_d.png,259,1,373,214
34_d.png,1,105,150,375
35_d.png,1,226,344,254
36_d.png,517,1,115,479
38_d.png,1,112,404,294
40_d.png,124,1,508,236
41_d.png,294,1,338,233
42_d.png,147,1,485,105
43_d.png,120,212,227,249
45_d.png,97,1,373,210
47_d.png,222,115,329,253
48_d.png,274,25,358,141
48_d.png,1,33,284,297
49_d.png,192,1,440,223
55_d.png,99,1,116,110
450_d.png,119,112,169,169
463_d.png,129,126,182,181
480_d.png,184,41,222,207
770_d.png,339,138,293,249
2430_d.png,103,1,377,185
2440_d.png,1,326,142,154
2440_d.png,194,1,389,154
2450_d.png,45,300,178,180
2460_d.png,116,272,180,184
2460_d.png,427,1,205,121
2490_d.png,334,185,164,171
2520_d.png,399,164,172,175
2520_d.png,1,1,139,294
2550_d.png,439,151,175,185
2580_d.png,1,1,237,205
3200_d.png,1,310,192,170
3210_d.png,41,353,254,127
3240_d.png,114,339,249,141
3250_d.png,117,267,247,213
3270_d.png,180,172,239,255
3280_d.png,215,142,241,261
3300_d.png,254,74,245,262
3320_d.png,230,25,226,227
3330_d.png,232,1,216,190
