0.57692,0.28571
0.57692,0.28846
0.57692,0.28846
0.57692,0.29126
0.55769,0.29592
0.55769,0.31522
0.51923,0.3253
0.5,0.36111
0.48077,0.39683
0.48077,0.4717
0.42308,0.52381
0.36538,0.67857
0.28846,0.75
0.21154,0.84615
0.15385,1
0.13462,1
0.019231,1
0,NaN
0,NaN
