0.98077,0.1903,0.0500
0.98077,0.1903,0.1000
0.98077,0.1903,0.1500
0.98077,0.1903,0.2000
0.98077,0.1903,0.2500
0.84615,0.27848,0.3000
0.71154,0.28906,0.3500
0.67308,0.33981,0.4000
0.63462,0.43421,0.4500
0.51923,0.51923,0.5000
0.46154,0.58537,0.5500
0.30769,0.64,0.6000
0.26923,0.73684,0.6500
0.19231,0.83333,0.7000
0.15385,0.88889,0.7500
0.096154,0.83333,0.8000
0.057692,1,0.8500
0.019231,1,0.9000
0,NaN,
