10_000000,216,341,198,60,0.0021264
10_000060,461,315,45,36,0.002015
10_000060,244,320,204,55,0.0021083
10_000120,284,343,339,105,0.0023382
10_000180,583,123,41,15,0.00025724
10_000180,203,173,237,67,0.0014002
10_000420,294,44,26,41,6.226e-05
10_000480,222,271,195,62,0.0021718
10_000540,284,168,208,69,0.004026
10_000600,481,217,152,183,0.022628
10_000660,465,195,49,28,0.0030824
10_000660,292,193,129,125,0.0064739
10_000660,181,353,37,50,0.0026045
10_000780,286,406,33,34,0.0013041
11_000000,458,19,172,106,0.004156
11_000000,230,303,107,135,0.00013424
11_000060,243,12,153,53,0.0025997
11_000060,128,160,110,212,0.0084158
11_000060,47,306,95,65,0.031222
11_000180,503,362,45,93,0.012969
11_000360,365,353,49,45,0.0019854
11_000420,250,230,55,55,0.0002548
11_000420,391,275,97,90,0.002351
11_000480,240,119,206,167,0.007959
11_000480,136,234,81,85,0.0008445
11_000540,439,82,173,113,0.00098437
11_000540,232,151,108,107,0.0090262
11_000540,156,256,133,149,0.022008
12_000000,133,294,113,128,0.030708
12_000060,176,227,124,112,0.024292
12_000120,77,242,154,128,0.020169
12_000180,107,185,151,199,0.063888
12_000360,305,115,125,144,0.030199
12_000420,85,151,128,150,0.035327
12_000480,346,372,78,56,0.001831
12_000540,309,377,10,14,0.00037448
12_000780,136,238,115,133,0.031625
12_000840,178,244,111,124,0.0086871
13_000000,227,48,75,95,0.0058994
13_000120,353,152,113,83,0.023328
13_000180,54,73,18,28,0.00074791
13_000180,367,97,112,81,0.023271
13_000180,111,169,205,98,0.013941
13_000240,245,130,38,57,0.0023903
13_000300,312,157,45,56,0.0025514
13_000300,123,224,70,63,0.00043524
13_000300,363,212,68,130,0.0082428
13_000300,200,295,47,84,0.0011142
13_000480,101,140,115,134,0.043611
13_000720,141,12,137,49,0.0017095
13_000720,151,279,115,111,0.055362
13_000780,121,108,118,133,0.039006
13_000900,537,183,84,151,0.0059085
13_000900,332,364,185,101,0.0015577
13_000960,149,220,98,134,0.052151
14_000000,90,330,73,24,0.0040919
14_000060,143,12,140,149,0.00061738
14_000060,397,229,176,77,0.029335
14_000300,223,12,129,101,0.002101
14_000300,501,76,70,56,0.0048713
14_000300,257,221,53,211,0.0021929
14_000360,102,61,30,75,0.0042437
14_000360,33,220,102,246,0.00060081
14_000420,70,278,199,99,0.010777
14_000480,107,91,78,29,0.0042965
14_000540,264,231,81,24,0.0032501
15_000120,277,293,8,14,0.00040968
15_000180,292,244,31,32,0.0019244
15_000240,178,296,79,96,0.011711
15_000360,271,236,84,131,0.010091
15_000420,244,151,114,215,0.030228
16_000120,509,99,116,186,0.00097856
16_000120,78,229,155,156,0.047998
16_000180,406,240,144,164,0.040542
16_000240,250,286,115,126,0.024404
16_000360,544,444,11,10,0.00086322
16_000420,308,215,123,132,0.035517
16_000600,280,236,110,119,0.065743
16_000660,265,304,93,99,0.053843
16_000780,272,12,184,71,0.00070337
17_000240,84,240,335,185,0.01233
17_000300,248,176,131,143,0.0066425
17_000300,444,246,95,123,0.006401
18_000000,177,183,168,102,0.002183
18_000000,330,213,98,66,0.0050006
18_000060,468,172,66,25,0.00020633
18_000060,276,203,100,71,0.0097436
18_000240,331,257,124,90,0.0086021
18_000300,308,157,198,123,0.021331
18_000300,135,209,90,28,0.0039785
18_000360,307,37,130,75,0.015706
18_000420,159,18,42,34,4.3846e-05
18_000420,427,153,72,79,0.026157
18_000540,358,140,85,60,0.007748
18_000600,267,97,133,87,0.015733
18_000780,366,26,141,97,0.019575
18_000780,93,12,247,62,0.0012971
18_000780,512,45,35,56,0.0011876
18_000780,232,75,51,17,0.0011785
19_000060,231,12,45,30,0.00051504
19_000060,326,58,19,14,0.00049797
19_000060,420,28,171,126,0.00066631
19_000180,283,38,164,87,0.00078983
